idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고
19,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,bamTofastq,samtools,1.21,8.0,32.0,6.0,1.0,45510.0,,
20,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,fastqc,fastqc,v0.12.1,8.0,32.0,5.0,1.0,1.0,,
21,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,nanostat,nanostat,1.6.0,8.0,32.0,5.0,1.0,1.0,,
22,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,paraphase,paraphase,3.3.4,8.0,16.0,4.0,1.0,262.0,,
23,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,mosdepth,mosdepth,0.3.9,4.0,8.0,3.0,1.0,34.0,,
24,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,mitorsaw,mitorsaw,0.2.4,4.0,32.0,3.0,1.0,1.0,,
25,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,samtools_stat,samtools,1.19.2,8.0,32.0,3.0,1.0,5.0,,
26,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,merge_hifi_bams,samtools,1.20,8.0,16.0,3.0,1.0,60402.0,,
27,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,trgt,trgt,4.0.0,32.0,64.0,1.5,1.0,3605.0,,
28,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,split_input_bam,"pindex
zmwfilter","3.5.0
3.5.0",16.0,32.0,1.2,1.0,60948.0,,
29,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,sawfish_discover,sawfish,2.1.1,16.0,128.0,1.2,1.0,168.0,,
30,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,deepvariant_call_variants_cpu,deepvariant,1.9.0,64.0,256.0,1.0,1.0,185.0,,
31,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,deepvariant_postprocess_variants,deepvariant,1.9.0,2.0,72.0,0.6,1.0,694.0,,
32,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Hifi-human-WGS-WDL,3.1.0,upstream,sawfish_call,sawfish,2.1.1,16.0,32.0,0.3,1.0,210.0,,
33,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Inhouse,1.0.0,multiqc report,multiqc report,multiqc,1.30,1.0,1.0,0.1,1.0,1.0,,
34,Whole Genome Sequencing,Human 기본 분석,PacBio Revio Human Whole Genome Sequencing,PacBio Revio,Inhouse,1.0.0,rmkinetic,remove_kinetic,python,3.11,8.0,64.0,4.0,1.0,61094.0,,
35,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Fastq_to_ubam,Fastq_to_ubam,"gatk FastqToSam
gatk MarkIlluminaAdapters",4.2.2.0,2.0,12.0,3.0,1.0,80000.0,이유빈,"WGS, 30x 기준"
36,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CollectQualityYieldMeterics,picard CollectQualityYieldMetrics,2.26.10,2.0,3.5,0.6,1.0,0.1,,
37,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,SamSplitter,picard SplitSamByNumberOfReads,2.26.10,2.0,4.0,1.1,1.0,80400.0,,
38,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,SamToFastqAndBwaMemAndMba,"picard SamToFastq
bwa mem
picard MergeBamAlignment","2.26.10
0.7.15
2.26.10",16.0,14.0,5.7,19.0,6000.0,,
39,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,GatherMonolithicBamFile,picard GatherBamFiles,2.26.10,2.0,3.0,0.5,1.0,98200.0,,
40,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CreateSequenceGroupingTSV,python,3.9,2.0,2.0,0.1,1.0,0.1,,
41,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CollectUnsortedReadgroupBamQualityMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,1.7,1.0,0.1,,
42,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,MarkDuplicates,picard MarkDuplicates,2.26.10,2.0,7.5,2.5,1.0,108000.0,,
43,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,SortSampleBam,picard SortSam,2.26.10,1.0,5.0,14.8,1.0,48100.0,,
44,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CrossCheckFingerprints,picard CrossCheckFingerprints,2.26.10,2.0,3.5,2.8,1.0,0.1,,
45,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,BaseRecalibrator,gatk BaseRecalibrator,4.3.0.0,2.0,6.0,2.9,18.0,0.1,,
46,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CheckContamination,VerifyBamID,1.0.1,2.0,7.5,5.4,1.0,0.1,,
47,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,GatherBqsrReports,gatk GatherBQSRReports,4.3.0.0,2.0,3.5,0.1,1.0,0.1,,
48,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,ApplyBQSR,gatk ApplyBQSR,4.3.0.0,2.0,3.5,2.3,19.0,4000.0,,
49,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,GatherBamFiles,picard GatherBamFiles,2.26.10,2.0,3.0,0.5,1.0,46000.0,,
50,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,AggregatedBamQC,CalculateReadGroupChecksum,picard CalculateReadGroupChecksum,2.26.10,2.0,6.0,0.7,1.0,0.1,,
51,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,AggregatedBamQC,CollectReadgroupBamQualityMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,1.7,1.0,0.1,,
52,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,AggregatedBamQC,CollectAggregationMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,4.0,1.0,1.0,,
53,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,ScatterIntervalList,picard IntervalListTools,2.26.10,2.0,2.0,0.2,1.0,7.0,,
54,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,HaplotypeCallerGATK3,"gatk PrintReads
gatk HaplotypeCaller",4.3.0.0,1.0,10.0,5.3,10.0,5000.0,,
55,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,MergeVCFs,picard MergeVcfs,2.26.10,2.0,3.0,0.3,1.0,3500.0,,
56,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,Reblock,gatk ReblockGVCF,4.3.0.0,2.0,4.0,0.5,1.0,660.0,,
57,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,CollectVariantCallingMetrics,picard CollectVariantCallingMetrics,2.26.10,2.0,3.0,0.2,1.0,0.1,,
58,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,ValidateVCF,"gatk VcfToIntervalList
gatk ValidateVariants",4.3.0.0,2.0,7.0,0.2,1.0,0.0,,
59,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,CollectWgsMetrics,CollectWgsMetrics,picard CollectWgsMetrics,2.26.10,2.0,3.0,1.7,1.0,0.1,,
60,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,CollectRawWgsMetrics,CollectRawWgsMetrics,picard CollectRawWgsMetrics,2.26.10,2.0,5.0,1.7,1.0,0.1,,
61,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToCram,CheckPreValidation,python,3.9,2.0,2.0,0.1,1.0,0.0,,
62,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToCram,ConvertToCram,samtools,1.0.2,1.0,3.0,1.2,1.0,10600.0,,
63,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToCram,ValidateCram,picard ValidateSamFile,2.26.10,2.0,16.0,1.7,1.0,0.1,,
64,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CheckSamplesUnique,CheckSamplesUnique,bash,-,2.0,1.0,0.1,1.0,0.0,,
65,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SplitIntervalList,SplitIntervalList,gatk SplitIntervals,4.6.1.0,2.0,4.0,0.1,1.0,26.0,,
66,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,ImportGVFs,ImportGVFs,gatk GenomicsDBImport,4.6.1.0,4.0,29.5,1.4,47.0,3000.0,,
67,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,GenotypeGVCFs,GenotypeGVCFs,gatk GenotypeGVCFs,4.6.1.0,2.0,25.5,1.1,47.0,400.0,,
68,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,HardFilterAndMakeSitesOnlyVcf,HardFilterAndMakeSitesOnlyVcf,"gatk VariantFiltration
gatk MakeSitesOnlyVCF",4.6.1.0,1.0,4.0,0.1,47.0,400.0,,
69,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SitesOnlyGatherVcf,SitesOnlyGatherVcf,gatk GatherVcfsCloud,4.6.1.0,1.0,7.0,0.1,1.0,1320.0,,
70,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,IndelsVariantRecalibrator,IndelsVariantRecalibrator,gatk VariantRecalibrator,4.6.1.0,2.0,25.5,0.2,1.0,230.0,,
71,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,SNPsVariantRecalibratorClassic,SNPsVariantRecalibratorClassic,gatk VariantRecalibrator,4.6.1.0,2.0,27.0,0.7,1.0,1200.0,,
72,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,ApplyRecalibration,ApplyRecalibration,gatk ApplyVQSR,4.6.1.0,1.0,7.0,0.2,47.0,2000.0,,
73,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,FinalGatherVcf,FinalGatherVcf,gatk GatherVcfsCloud,4.6.1.0,1.0,7.0,0.1,1.0,9100.0,,
74,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CollectMetricsOnFullVcf,CollectMetricsOnFullVcf,gatk CollectVariantCallingMetrics,4.6.1.0,2.0,7.5,0.2,1.0,0.1,,
75,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,warp - JointGenotyping,1.7.2,CrossCheckFingerprintSolo,CrossCheckFingerprintSolo,gatk CrosscheckFingerprints,4.6.1.0,2.0,120.0,1.5,1.0,0.1,,
76,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Variant Annotation & Make Summary file,Variant Annotation & Make Summary file,"SnpEff
svdb","4.2
2.8.2",32.0,36.0,10.0,1.0,25000.0,,
77,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Fastq QC,Fastq QC,FastQ Screen,0.16.0,16.0,36.0,0.5,1.0,10.0,,
78,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Bam QC,Bam QC,"qualimap
samtools","2.2.2
1.6",16.0,36.0,2.0,1.0,3.0,,
79,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,VCF QC,gVCF genotyping & VCF stats,"gatk GenotypeGVCFs
bcftools","4.6.1.0
1.19",16.0,36.0,0.5,1.0,300.0,,
80,Whole Genome Sequencing,Human 기본 분석,Illumina Novaseq Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Multiqc Report,Multiqc Report,multiqc,1.30,1.0,2.0,0.1,1.0,30.0,,
81,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,Inhouse,1.0.0,Fastq_to_ubam,Fastq_to_ubam,"gatk FastqToSam
gatk MarkIlluminaAdapters",4.2.2.0,2.0,12.0,0.5,1.0,12000.0,이유빈,"WGS, 상추 genome 기준"
82,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CollectQualityYieldMeterics,picard CollectQualityYieldMetrics,2.26.10,2.0,3.5,0.1,1.0,0.1,,
83,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,SamToFastqAndBwaMemAndMba,"picard SamToFastq
bwa mem
picard MergeBamAlignment","2.26.10
0.7.15
2.26.10",16.0,14.0,5.2,1.0,16000.0,,
84,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CreateSequenceGroupingTSV,python,3.9,2.0,2.0,0.1,1.0,0.1,,
85,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,CollectUnsortedReadgroupBamQualityMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.2,1.0,0.2,,
86,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,MarkDuplicates,picard MarkDuplicates,2.26.10,2.0,7.5,0.4,1.0,18000.0,,
87,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,SortSampleBam,picard SortSam,2.26.10,1.0,5.0,0.4,1.0,8900.0,,
88,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,UnmappedBamToAlignedBam,GatherBamFiles,picard GatherBamFiles,2.26.10,2.0,3.0,0.1,1.0,8900.0,,
89,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,AggregatedBamQC,CalculateReadGroupChecksum,picard CalculateReadGroupChecksum,2.26.10,2.0,6.0,0.1,1.0,0.1,,
90,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,AggregatedBamQC,CollectReadgroupBamQualityMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.3,1.0,0.1,,
91,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,AggregatedBamQC,CollectAggregationMetrics,picard CollectMultipleMetrics,2.26.10,2.0,7.0,0.6,1.0,0.2,,
92,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,ScatterIntervalList,picard IntervalListTools,2.26.10,2.0,2.0,0.1,1.0,0.4,,
93,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,HaplotypeCallerGATK3,"gatk PrintReads
gatk HaplotypeCaller",4.3.0.0,1.0,10.0,10.9,10.0,1400.0,,
94,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,MergeVCFs,picard MergeVcfs,2.26.10,2.0,3.0,0.2,1.0,1800.0,,
95,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,Reblock,gatk ReblockGVCF,4.3.0.0,2.0,4.0,0.3,1.0,1200.0,,
96,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToGvcf,ValidateVCF,"gatk VcfToIntervalList
gatk ValidateVariants",4.3.0.0,2.0,7.0,0.1,1.0,0.0,,
97,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,CollectWgsMetrics,CollectWgsMetrics,picard CollectWgsMetrics,2.26.10,2.0,3.0,0.2,1.0,0.1,,
98,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,CollectRawWgsMetrics,CollectRawWgsMetrics,picard CollectRawWgsMetrics,2.26.10,2.0,5.0,0.2,1.0,1.0,,
99,Whole Genome Sequencing,NonHuman 기본 분석,Illumina Novaseq non-Human Whole Genome Sequencing,Illumina NovaSeq,warp - WholeGenomeGermlineSingleSample,3.3.3,BamToCram,CheckPreValidation,python,3.9,2.0,2.0,0.1,1.0,0.0,,
