idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고
24,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,PURGE_DUPS_STEP3 (get_seqs),get_seqs,1.2.6,4.0,8.0,0.2,1.0,2500.0,백성용,
25,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_SCREEN,fcs-gx,0.5.5,32.0,510.0,3.0,1.0,5.0,백성용,
26,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_CLEAN,fcs-gx,0.5.5,4.0,16.0,0.5,1.0,3000.0,백성용,
27,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_REMAP_READS,minimap2,2.28,64.0,32.0,3.0,1.0,5000.0,백성용,
28,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_MAKE_STATS,pbcstat / calcuts,1.2.6,4.0,8.0,0.2,1.0,1.0,백성용,
29,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_PURGE_STEP1,purge_dups,1.2.6,64.0,64.0,0.5,1.0,5000.0,백성용,
30,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_PURGE_STEP2,purge_dups,1.2.6,4.0,16.0,0.3,1.0,2500.0,백성용,
31,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_PURGE_STEP3 (get_seqs),get_seqs,1.2.6,4.0,8.0,0.2,1.0,2500.0,백성용,
32,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,PAQMAN,PAQMAN_EVAL (7-metric A/B),paqman,inhouse,16.0,64.0,6.0,1.0,3000.0,백성용,
33,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,PAQMAN,PAQMAN_COMPARE (select best),python,-,1.0,1.0,0.1,1.0,2500.0,백성용,
34,Large Genome Analysis,De novo Assembly,assembly (genome 1-3GB),PacBio Revio,inhouse,2.0.0,GENOME_ASSESSMENT,BUSCO,busco,6.0.0,32.0,40.0,1.0,1.0,1000.0,백성용,
35,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,ASSEMBLY,HIFIASM_ASSEMBLE,hifiasm,0.25.0,64.0,410.0,64.0,1.0,15000.0,백성용,
36,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,ASSEMBLY,GFA_TO_FASTA,gfatools,0.5.5,1.0,8.0,0.5,1.0,5000.0,백성용,
37,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,RAWDATA_MAPPING,minimap2,2.28,64.0,48.0,6.0,1.0,9000.0,백성용,
38,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,MAKE_STATS,pbcstat / calcuts,1.2.6,4.0,8.0,0.3,1.0,1.0,백성용,
39,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,PURGE_DUPS_STEP1,purge_dups,1.2.6,64.0,96.0,1.0,1.0,9000.0,백성용,
40,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,PURGE_DUPS_STEP2,purge_dups,1.2.6,4.0,24.0,0.5,1.0,4500.0,백성용,
41,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,PURGE_DUPS_STEP3 (get_seqs),get_seqs,1.2.6,4.0,8.0,0.3,1.0,4500.0,백성용,
42,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_SCREEN,fcs-gx,0.5.5,32.0,510.0,3.0,1.0,5.0,백성용,
43,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_CLEAN,fcs-gx,0.5.5,4.0,16.0,0.8,1.0,5000.0,백성용,
44,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_REMAP_READS,minimap2,2.28,64.0,48.0,6.0,1.0,9000.0,백성용,
45,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_MAKE_STATS,pbcstat / calcuts,1.2.6,4.0,8.0,0.3,1.0,1.0,백성용,
46,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_PURGE_STEP1,purge_dups,1.2.6,64.0,96.0,1.0,1.0,9000.0,백성용,
47,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_PURGE_STEP2,purge_dups,1.2.6,4.0,24.0,0.5,1.0,4500.0,백성용,
48,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,FCS_GX,FCS_GX_PURGE_STEP3 (get_seqs),get_seqs,1.2.6,4.0,8.0,0.3,1.0,4500.0,백성용,
49,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,PAQMAN,PAQMAN_EVAL (7-metric A/B),paqman,inhouse,16.0,80.0,10.0,1.0,5000.0,백성용,
50,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,PAQMAN,PAQMAN_COMPARE (select best),python,-,1.0,1.0,0.2,1.0,4500.0,백성용,
51,Large Genome Analysis,De novo Assembly,assembly (genome 3-5GB),PacBio Revio,inhouse,2.0.0,GENOME_ASSESSMENT,BUSCO,busco,6.0.0,32.0,48.0,1.5,1.0,1600.0,백성용,
52,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,ASSEMBLY,HIFIASM_ASSEMBLE,hifiasm,0.25.0,64.0,128.0,24.0,1.0,9000.0,백성용,
53,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,ASSEMBLY,GFA_TO_FASTA,gfatools,0.5.5,1.0,8.0,0.3,1.0,3000.0,백성용,
54,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,DECONTAM,TIARA_CLASSIFY,tiara,1.0.3,16.0,16.0,0.5,1.0,1500.0,백성용,
55,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,DECONTAM,EXTRACT_PLANT,seqkit / python,2.5,1.0,8.0,0.2,1.0,2000.0,백성용,
56,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,REMAP_READS,minimap2,2.28,64.0,32.0,3.0,1.0,5000.0,백성용,
57,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,MAKE_STATS,pbcstat / calcuts,1.2.6,4.0,8.0,0.2,1.0,1.0,백성용,
58,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,PURGE_STEP1,purge_dups,1.2.6,64.0,80.0,0.5,1.0,5000.0,백성용,
59,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,PURGE_STEP2,purge_dups,1.2.6,4.0,16.0,0.3,1.0,2500.0,백성용,
60,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,PURGE_DUPS,PURGE_STEP3 (get_seqs),get_seqs,1.2.6,4.0,8.0,0.2,1.0,2500.0,백성용,
61,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,GENOME_ASSESSMENT,BUSCO_OPTION_A,busco,6.0.0,32.0,48.0,1.0,1.0,1000.0,백성용,
62,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,GENOME_ASSESSMENT,BUSCO_OPTION_B,busco,6.0.0,32.0,48.0,1.0,1.0,1000.0,백성용,
63,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,SELECT_BEST,SELECT_BEST (A vs B),python,-,1.0,1.0,0.1,1.0,2500.0,백성용,
64,Large Genome Analysis,De novo Assembly,assembly (algae species),PacBio Revio,inhouse,2.0.0,REPORTING,ASSEMBLY_STATS,assembly-stats,1.0.1,1.0,4.0,0.1,1.0,1.0,백성용,
65,Large Genome Analysis,Gene Annotation,annotation,PacBio Revio,inhouse,2.0.0,STRUCTURAL_ANNOTATION,BRAKER4_RUN (기본 track),braker4,0.4.0,2.0,4.0,96.0,1.0,500.0,백성용,
66,Large Genome Analysis,Gene Annotation,annotation,PacBio Revio,inhouse,2.0.0,STRUCTURAL_ANNOTATION,EGAPx (대안 track),egapx / nextflow,0.4.1,16.0,64.0,48.0,1.0,500.0,백성용,
67,Large Genome Analysis,Gene Annotation,annotation,PacBio Revio,inhouse,2.0.0,FUNCTIONAL_ANNOTATION,EGGNOG_MAPPER,eggnog-mapper,2.1.13,16.0,64.0,8.0,1.0,150.0,백성용,
68,Large Genome Analysis,Gene Annotation,annotation,PacBio Revio,inhouse,2.0.0,FUNCTIONAL_ANNOTATION,MERGE_FUNCTIONAL,python,-,4.0,32.0,2.0,1.0,50.0,백성용,
69,Large Genome Analysis,Gene Annotation,annotation,PacBio Revio,inhouse,2.0.0,FUNCTIONAL_ANNOTATION,INTERPROSCAN,interproscan,5.72-103.0,16.0,64.0,24.0,1.0,3000.0,백성용,
70,Large Genome Analysis,Gene Annotation,annotation,PacBio Revio,inhouse,2.0.0,VIRULENCE,PHIBASE_DIAMOND_BLASTP,diamond,2.1,8.0,16.0,1.0,1.0,30.0,백성용,
71,Large Genome Analysis,Gene Annotation,annotation,PacBio Revio,inhouse,2.0.0,VIRULENCE,PHIBASE_SUMMARIZE,python,-,1.0,1.0,0.1,1.0,5.0,백성용,
72,Large Genome Analysis,Variant Call,"variant call (non-human, pacbio)",PacBio Revio,inhouse,2.0.0,PREFLIGHT,REFERENCE_RESOLVE,variant-preflight,-,1.0,2.0,0.2,1.0,1.0,백성용,
73,Large Genome Analysis,Variant Call,"variant call (non-human, pacbio)",PacBio Revio,inhouse,2.0.0,ALIGNMENT,ALIGN_PBMM2,pbmm2,1.17.0,32.0,64.0,4.0,1.0,30000.0,백성용,
74,Large Genome Analysis,Variant Call,"variant call (non-human, pacbio)",PacBio Revio,inhouse,2.0.0,SNV,CALL_SNV_DEEPVARIANT,deepvariant,1.10.0,32.0,64.0,8.0,1.0,2000.0,백성용,
75,Large Genome Analysis,Variant Call,"variant call (non-human, pacbio)",PacBio Revio,inhouse,2.0.0,SNV,CALL_SNV_GATK4_POLYPLOID,gatk4,4.5.0,32.0,96.0,12.0,1.0,2000.0,백성용,
76,Large Genome Analysis,Variant Call,"variant call (non-human, pacbio)",PacBio Revio,inhouse,2.0.0,SV,CALL_SV_SAWFISH,sawfish,2.2.1,32.0,64.0,4.0,1.0,500.0,백성용,
77,Large Genome Analysis,Variant Call,"variant call (non-human, pacbio)",PacBio Revio,inhouse,2.0.0,SV,CALL_SV_SNIFFLES2,sniffles,2.4,32.0,64.0,2.0,1.0,500.0,백성용,
78,Large Genome Analysis,Variant Call,"variant call (non-human, pacbio)",PacBio Revio,inhouse,2.0.0,PHASING,PHASE_HIPHASE,hiphase,1.4.0,32.0,64.0,3.0,1.0,2000.0,백성용,
79,Large Genome Analysis,Variant Call,"variant call (non-human, pacbio)",PacBio Revio,inhouse,2.0.0,PHASING,PHASE_WHATSHAP_POLYPHASE,whatshap,2.2,32.0,64.0,4.0,1.0,2000.0,백성용,
80,Large Genome Analysis,Variant Call,"variant call (non-human, pacbio)",PacBio Revio,inhouse,2.0.0,REPORT,VARIANT_REPORT,python / bcftools,1.21,2.0,4.0,0.5,1.0,50.0,백성용,
81,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,PREFLIGHT,REFERENCE_RESOLVE,variant-preflight,-,1.0,2.0,0.2,1.0,1.0,백성용,
82,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,QC,PREPROCESS_FASTP,fastp,1.0.0,8.0,8.0,2.0,1.0,20000.0,백성용,
83,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,ALIGNMENT,ALIGN_BWA_MEM2,bwa-mem2,2.2.1,16.0,32.0,8.0,1.0,30000.0,백성용,
84,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,ALIGNMENT,MARK_DUPLICATES,picard (gatk4),4.5.0,4.0,32.0,4.0,1.0,30000.0,백성용,
85,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,SNV,CALL_SNIPPY,snippy,4.6.0,16.0,16.0,3.0,1.0,2000.0,백성용,
86,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,SNV,CALL_GATK4_HC_GVCF,gatk4,4.5.0,16.0,64.0,12.0,1.0,3000.0,백성용,
87,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,SNV,REBLOCK_GVCF,gatk4,4.5.0,4.0,20.0,2.0,1.0,1000.0,백성용,
88,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,SNV,GENOTYPE_GVCFS,gatk4,4.5.0,16.0,64.0,8.0,1.0,2000.0,백성용,
89,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,SNV,GATK_HARD_FILTER,gatk4,4.5.0,4.0,20.0,2.0,1.0,2000.0,백성용,
90,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,SV,CALL_SV_MANTA,manta,1.6.0,8.0,16.0,4.0,1.0,500.0,백성용,
91,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,SV,CALL_SV_DELLY,delly,1.2.6,4.0,16.0,4.0,1.0,500.0,백성용,
92,Large Genome Analysis,Variant Call,"variant call (non-human, illumina)",Illumina NovaSeq,inhouse,2.0.0,REPORT,VARIANT_REPORT,python / bcftools,1.21,2.0,4.0,0.5,1.0,50.0,백성용,
93,Large Genome Analysis,Organelle Analysis,organelle,Illumina NovaSeq,inhouse,2.0.0,DATA_FILTERING,ADAPTER_TRIMMING,faQCs,2.1,16.0,8.0,1.0,1.0,8000.0,"백성용, 류예지",
94,Large Genome Analysis,Organelle Analysis,organelle,Illumina NovaSeq,inhouse,2.0.0,ORGANELLE_ASSEMBLY,REFERENCE_BASED_ASSEMBLY,get_organelle,1.7.7,16.0,16.0,1.0,1.0,500.0,"백성용, 류예지",
95,Large Genome Analysis,Organelle Analysis,organelle,Illumina NovaSeq,inhouse,2.0.0,ORGANELLE_ASSEMBLY,REFERENCE_BASED_ASSEMBLY,mtgrasp,1.1.8,16.0,16.0,1.0,1.0,500.0,"백성용, 류예지",
96,Large Genome Analysis,Organelle Analysis,organelle,Illumina NovaSeq,inhouse,2.0.0,ORGANELLE_ASSEMBLY,REFERENCE_BASED_ASSEMBLY,mitofinder,1.4.2,16.0,16.0,3.0,1.0,500.0,"백성용, 류예지",
97,Large Genome Analysis,Organelle Analysis,organelle,Illumina NovaSeq,inhouse,2.0.0,ANNOTATION,ANNOTATION_VISUALIZATION,chlorobox,web,1.0,1.0,0.1,1.0,5.0,"백성용, 류예지",
98,Large Genome Analysis,K-mer Genome Size Estimation,kmer (pacbio),PacBio Revio,inhouse,2.0.0,KMER_COUNT,MERYL_COUNT,meryl,1.4.1,16.0,64.0,4.0,1.0,15000.0,백성용,
99,Large Genome Analysis,K-mer Genome Size Estimation,kmer (pacbio),PacBio Revio,inhouse,2.0.0,KMER_COUNT,MERYL_MERGE,meryl,1.4.1,4.0,32.0,2.0,1.0,10000.0,백성용,
100,Large Genome Analysis,K-mer Genome Size Estimation,kmer (pacbio),PacBio Revio,inhouse,2.0.0,KMER_COUNT,MERYL_HISTOGRAM,meryl,1.4.1,1.0,4.0,0.1,1.0,1.0,백성용,
101,Large Genome Analysis,K-mer Genome Size Estimation,kmer (pacbio),PacBio Revio,inhouse,2.0.0,GENOME_SIZE_EST,GENOMESCOPE_HIFI,genomescope2,2,2.0,4.0,0.5,1.0,5.0,백성용,
102,Large Genome Analysis,K-mer Genome Size Estimation,kmer (pacbio),PacBio Revio,inhouse,2.0.0,REPORTING,COMPARE_ESTIMATES,python,-,1.0,1.0,0.1,1.0,1.0,백성용,
103,Large Genome Analysis,K-mer Genome Size Estimation,kmer (illumina),Illumina NovaSeq,inhouse,2.0.0,KMER_COUNT,JELLYFISH_COUNT,jellyfish,2.3.1,16.0,64.0,6.0,1.0,12000.0,백성용,
104,Large Genome Analysis,K-mer Genome Size Estimation,kmer (illumina),Illumina NovaSeq,inhouse,2.0.0,KMER_COUNT,JELLYFISH_HISTO,jellyfish,2.3.1,4.0,4.0,0.5,1.0,1.0,백성용,
105,Large Genome Analysis,K-mer Genome Size Estimation,kmer (illumina),Illumina NovaSeq,inhouse,2.0.0,GENOME_SIZE_EST,GENOMESCOPE_ILLUMINA,genomescope2,2,2.0,4.0,0.5,1.0,5.0,백성용,
106,Large Genome Analysis,taxonomy profiling,profiling,PacBio Revio,inhouse,2.0.0,TRACK1_KRAKEN2,KRAKEN2_READS,kraken2,2.1.2,64.0,256.0,6.0,1.0,20000.0,백성용,
107,Large Genome Analysis,taxonomy profiling,profiling,PacBio Revio,inhouse,2.0.0,TRACK1_KRAKEN2,SPECIES_SUMMARY,python,-,1.0,1.0,0.1,1.0,1.0,백성용,
108,Large Genome Analysis,taxonomy profiling,profiling,PacBio Revio,inhouse,2.0.0,TRACK2_MAPPING,MINIMAP2_READS_TO_REF,minimap2 / samtools,2.24 / 1.21,32.0,48.0,6.0,1.0,8000.0,백성용,
109,Large Genome Analysis,taxonomy profiling,profiling,PacBio Revio,inhouse,2.0.0,TRACK2_MAPPING,CONTIG_KRAKEN2,kraken2,2.1.2,64.0,256.0,3.0,1.0,100.0,백성용,
110,Large Genome Analysis,taxonomy profiling,profiling,PacBio Revio,inhouse,2.0.0,TRACK2_MAPPING,MINIMAP2_CONTIG_TO_REF,minimap2 / samtools,2.24 / 1.21,32.0,32.0,1.0,1.0,2000.0,백성용,
111,Large Genome Analysis,taxonomy profiling,profiling,PacBio Revio,inhouse,2.0.0,REPORTING,PROFILING_REPORT,python,-,1.0,1.0,0.1,1.0,5.0,백성용,
112,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,INPUT_PREP,HIFI_TO_FASTQ,samtools,1.21,8.0,16.0,2.0,1.0,1000.0,백성용,
113,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,DENOVO_ASSEMBLY,ASSEMBLE_HYBRACTER (기본),hybracter,0.12.0,32.0,64.0,10.0,1.0,200.0,백성용,
114,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,DENOVO_ASSEMBLY,ASSEMBLE_HIFI (폴백),flye,2.9.5,32.0,48.0,6.0,1.0,100.0,백성용,
115,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,REF_MAPPING,MAP_HIFI,minimap2,2.24,32.0,32.0,2.0,1.0,200.0,백성용,
116,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,REF_VARIANTS,CALL_HIFI,bcftools,1.21,4.0,8.0,1.0,1.0,1.0,백성용,
117,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,NORMALIZE,DTR_TRIM,checkv / mummer4,1.0.1 / 4.0,8.0,16.0,1.0,1.0,1.0,백성용,
118,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,NORMALIZE,REORIENT,dnaapler,1.3,16.0,16.0,1.0,1.0,1.0,백성용,
119,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,ANNOTATION,VADR (non-phage),vadr,1.6.4,8.0,16.0,2.0,1.0,10.0,백성용,
120,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,ANNOTATION,PHAROKKA (phage),pharokka,1.7.0,8.0,16.0,1.0,1.0,50.0,백성용,
121,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,ANNOTATION,PHOLD (phage),phold,1.2.5,64.0,64.0,6.0,1.0,50.0,백성용,
122,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,ANNOTATION,CHECKV (phage),checkv,1.0.1,32.0,32.0,2.0,1.0,10.0,백성용,
123,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,ANNOTATION,NEXTCLADE (non-phage),nextclade,3,4.0,8.0,1.0,1.0,1.0,백성용,
124,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,COVERAGE,SAMTOOLS_DEPTH,samtools,1.21,4.0,8.0,1.0,1.0,5.0,백성용,
125,Virus Analysis,Single Virus Analysis,virus (pacbio),PacBio Revio,inhouse,1.0.0,REPORTING,VIRUS_SUMMARY,python,-,1.0,1.0,0.1,1.0,1.0,백성용,
